epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
6,2900,1.471,0.570,95.308,1.428,0.613,375.460
6,2950,1.471,0.569,95.222,1.409,0.632,376.694
6,3000,1.461,0.579,95.258,1.397,0.644,378.787
6,3050,1.468,0.573,95.295,1.398,0.643,375.776
6,3100,1.468,0.573,95.315,1.456,0.584,377.646
6,3150,1.464,0.577,95.135,1.403,0.638,376.091
6,3200,1.458,0.584,95.297,1.399,0.642,378.482
6,3250,1.448,0.593,95.366,1.418,0.623,375.731
6,3300,1.461,0.580,95.216,1.406,0.636,378.759
7,3350,1.462,0.579,92.941,1.418,0.623,376.883
7,3400,1.452,0.590,95.095,1.401,0.640,380.793
7,3450,1.453,0.588,95.306,1.419,0.622,378.270
7,3500,1.454,0.587,95.253,1.398,0.643,376.962
7,3550,1.445,0.597,95.246,1.401,0.640,378.328
7,3600,1.460,0.581,95.235,1.421,0.619,377.422
7,3650,1.442,0.599,95.295,1.400,0.641,379.777
7,3700,1.444,0.597,95.195,1.377,0.664,379.848
7,3750,1.466,0.575,95.216,1.379,0.662,378.996
7,3800,1.450,0.591,95.193,1.384,0.657,375.454
7,3850,1.448,0.592,95.331,1.394,0.647,376.868
8,3900,1.448,0.593,92.313,1.387,0.654,379.353
8,3950,1.436,0.606,95.353,1.385,0.658,378.177
8,4000,1.429,0.612,95.072,1.386,0.654,378.440
8,4050,1.443,0.598,95.288,1.389,0.652,377.027
8,4100,1.435,0.607,95.240,1.385,0.656,377.404
8,4150,1.440,0.602,95.224,1.385,0.656,379.133
8,4200,1.447,0.594,95.305,1.382,0.659,381.330
8,4250,1.433,0.608,95.305,1.391,0.650,378.743
8,4300,1.434,0.607,95.284,1.402,0.639,376.890
8,4350,1.440,0.601,95.270,1.395,0.645,380.359
8,4400,1.454,0.588,95.384,1.384,0.657,379.890
9,4450,1.464,0.578,92.793,1.399,0.643,381.267
9,4500,1.427,0.615,95.270,1.376,0.666,376.641
9,4550,1.437,0.604,95.322,1.392,0.649,379.728
9,4600,1.428,0.613,95.206,1.388,0.653,377.844
9,4650,1.428,0.613,95.332,1.368,0.673,377.951
9,4700,1.431,0.610,94.976,1.383,0.658,379.786
9,4750,1.437,0.604,95.231,1.365,0.675,379.376
9,4800,1.426,0.615,95.283,1.387,0.656,377.436
9,4850,1.423,0.618,95.400,1.369,0.673,376.478
9,4900,1.437,0.604,95.100,1.370,0.672,376.913
9,4950,1.430,0.611,94.987,1.378,0.664,379.725
10,5000,1.427,0.614,92.577,1.364,0.677,371.964
