epoch,iter,train_loss,train_acc,train_time(sec),train_fps,val_loss,val_acc,val_time(sec),val_fps
4,4150,0.132,0.949,19.681,60.971,0.137,0.947,61.271,195.069
4,4200,0.136,0.948,19.866,60.405,0.133,0.949,61.021,195.867
4,4250,0.131,0.949,19.85,60.452,0.141,0.944,61.309,194.948
4,4300,0.137,0.946,19.645,61.084,0.138,0.947,61.472,194.429
4,4350,0.144,0.944,19.629,61.134,0.136,0.947,61.403,194.647
4,4400,0.134,0.948,19.768,60.704,0.136,0.947,61.47,194.436
4,4450,0.137,0.946,19.711,60.88,0.137,0.946,61.255,195.12
4,4500,0.14,0.946,19.738,60.796,0.143,0.943,61.174,195.378
4,4550,0.131,0.949,19.738,60.797,0.133,0.948,61.323,194.902
4,4600,0.133,0.947,19.728,60.826,0.147,0.944,61.147,195.462
4,4650,0.145,0.944,19.77,60.697,0.14,0.946,61.299,194.98
5,4700,0.14,0.946,19.798,60.613,0.163,0.939,61.432,194.555
5,4750,0.139,0.945,19.772,60.691,0.134,0.947,61.323,194.901
5,4800,0.124,0.953,19.633,61.122,0.131,0.95,61.435,194.546
5,4850,0.122,0.952,19.617,61.172,0.134,0.947,61.283,195.029
5,4900,0.129,0.949,19.775,60.683,0.155,0.94,61.577,194.099
5,4950,0.138,0.948,19.63,61.132,0.139,0.948,61.456,194.481
5,5000,0.121,0.953,19.633,61.121,0.128,0.951,61.342,194.843
