epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
7,3700,1.445,0.595,95.248,1.370,0.671,378.729
7,3750,1.449,0.592,95.411,1.370,0.672,378.750
7,3800,1.434,0.607,95.421,1.376,0.666,374.745
7,3850,1.453,0.589,95.282,1.411,0.632,378.718
8,3900,1.445,0.596,92.790,1.384,0.657,377.873
8,3950,1.441,0.601,95.341,1.377,0.664,377.886
8,4000,1.433,0.608,95.405,1.366,0.675,378.817
8,4050,1.438,0.603,95.444,1.380,0.661,376.767
8,4100,1.437,0.604,95.323,1.368,0.673,377.950
8,4150,1.437,0.604,95.432,1.379,0.662,379.075
8,4200,1.450,0.590,95.381,1.367,0.675,377.421
8,4250,1.439,0.602,95.396,1.380,0.662,379.672
8,4300,1.424,0.617,95.390,1.368,0.673,374.790
8,4350,1.448,0.593,95.370,1.385,0.656,377.145
8,4400,1.440,0.601,95.381,1.357,0.684,379.310
9,4450,1.443,0.598,92.723,1.390,0.652,378.314
9,4500,1.424,0.617,95.379,1.368,0.673,377.411
9,4550,1.439,0.602,95.390,1.376,0.665,380.718
9,4600,1.436,0.605,95.468,1.371,0.670,378.480
9,4650,1.433,0.608,95.292,1.358,0.683,376.831
9,4700,1.436,0.605,95.293,1.378,0.663,375.920
9,4750,1.427,0.615,95.506,1.356,0.685,382.244
9,4800,1.421,0.620,95.512,1.375,0.666,379.492
9,4850,1.434,0.607,95.423,1.380,0.662,376.042
9,4900,1.434,0.607,95.429,1.379,0.662,376.035
9,4950,1.423,0.618,95.557,1.350,0.691,378.010
10,5000,1.437,0.603,92.978,1.360,0.681,380.607
