epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
60,1900,1.132,0.912,58.977,1.313,0.728,233.166
61,1950,1.128,0.915,60.969,1.317,0.724,223.850
63,2000,1.127,0.917,59.273,1.316,0.725,229.666
65,2050,1.126,0.917,59.433,1.314,0.727,228.460
66,2100,1.126,0.917,60.583,1.319,0.722,227.816
68,2150,1.125,0.918,59.953,1.316,0.725,225.944
69,2200,1.122,0.921,61.015,1.315,0.726,235.552
71,2250,1.123,0.920,59.956,1.313,0.728,223.539
72,2300,1.122,0.921,61.111,1.320,0.721,223.483
74,2350,1.121,0.922,59.659,1.317,0.725,223.911
75,2400,1.121,0.922,61.385,1.316,0.725,229.121
77,2450,1.120,0.923,58.222,1.313,0.728,239.073
79,2500,1.119,0.924,59.021,1.318,0.723,229.600
80,2550,1.118,0.925,60.901,1.320,0.722,234.231
82,2600,1.116,0.927,59.399,1.317,0.724,238.082
83,2650,1.116,0.928,61.502,1.316,0.725,232.447
85,2700,1.117,0.927,59.560,1.313,0.729,235.218
86,2750,1.116,0.928,61.448,1.322,0.719,232.607
88,2800,1.115,0.928,60.010,1.317,0.724,243.498
90,2850,1.115,0.928,59.537,1.315,0.727,258.860
91,2900,1.113,0.930,60.850,1.316,0.726,235.014
93,2950,1.114,0.929,59.089,1.313,0.728,235.690
94,3000,1.114,0.929,61.034,1.329,0.712,230.723
96,3050,1.114,0.929,59.011,1.318,0.724,235.041
97,3100,1.113,0.930,61.286,1.313,0.728,225.162
99,3150,1.112,0.931,59.647,1.311,0.730,239.360
100,3200,1.111,0.932,61.520,1.317,0.724,225.666
102,3250,1.111,0.932,59.616,1.313,0.728,243.762
104,3300,1.110,0.933,59.182,1.313,0.728,238.449
105,3350,1.110,0.933,60.800,1.312,0.729,230.222
107,3400,1.109,0.934,60.024,1.314,0.728,251.813
108,3450,1.110,0.933,61.108,1.315,0.726,227.782
110,3500,1.109,0.934,59.940,1.309,0.732,235.374
111,3550,1.108,0.935,61.061,1.312,0.730,236.099
113,3600,1.109,0.934,59.752,1.311,0.730,237.853
115,3650,1.108,0.935,60.060,1.312,0.730,226.736
116,3700,1.107,0.936,61.454,1.316,0.726,239.315
118,3750,1.109,0.934,59.856,1.316,0.725,227.017
119,3800,1.108,0.936,61.462,1.314,0.728,247.685
121,3850,1.107,0.936,59.541,1.311,0.730,242.242
122,3900,1.106,0.937,60.851,1.319,0.723,225.199
124,3950,1.107,0.937,59.691,1.316,0.726,232.099
125,4000,1.106,0.937,61.646,1.312,0.730,223.010
127,4050,1.106,0.937,58.635,1.311,0.731,237.113
129,4100,1.105,0.938,59.530,1.311,0.730,237.930
130,4150,1.107,0.936,61.063,1.313,0.728,232.560
132,4200,1.105,0.938,59.568,1.311,0.731,239.568
133,4250,1.105,0.939,61.159,1.310,0.732,231.075
135,4300,1.106,0.937,59.438,1.311,0.731,228.912
136,4350,1.104,0.939,60.378,1.312,0.730,250.339
138,4400,1.105,0.938,59.654,1.315,0.727,241.854
140,4450,1.105,0.939,59.430,1.312,0.730,232.116
141,4500,1.105,0.939,61.091,1.311,0.731,222.609
143,4550,1.104,0.940,59.636,1.314,0.728,245.888
144,4600,1.104,0.939,60.966,1.311,0.731,236.596
146,4650,1.107,0.936,59.286,1.318,0.724,230.389
147,4700,1.105,0.938,60.854,1.312,0.729,233.938
149,4750,1.104,0.939,59.503,1.311,0.730,246.835
150,4800,1.104,0.940,61.769,1.311,0.731,235.501
152,4850,1.103,0.940,58.945,1.310,0.732,232.323
154,4900,1.102,0.941,59.598,1.312,0.730,247.505
155,4950,1.103,0.940,61.455,1.311,0.731,236.360
157,5000,1.102,0.941,59.882,1.309,0.733,246.818
