epoch,iter,trn_MCE,trn_OAcc,trn_FPS,val_MCE,val_OAcc,val_FPS
100,3200,1.127,0.916,61.685,1.301,0.740,238.751
102,3250,1.125,0.918,59.875,1.302,0.739,223.359
104,3300,1.124,0.919,59.775,1.302,0.739,228.201
105,3350,1.124,0.919,61.247,1.306,0.735,233.127
107,3400,1.123,0.920,59.763,1.304,0.737,233.295
108,3450,1.122,0.921,61.109,1.304,0.738,233.665
110,3500,1.120,0.923,59.370,1.302,0.739,254.720
111,3550,1.121,0.922,61.232,1.306,0.735,230.454
113,3600,1.121,0.922,59.375,1.302,0.739,229.179
115,3650,1.120,0.923,59.663,1.309,0.732,253.828
116,3700,1.119,0.924,61.158,1.305,0.736,231.124
118,3750,1.119,0.924,59.900,1.307,0.735,229.408
119,3800,1.117,0.926,61.121,1.301,0.740,240.289
121,3850,1.117,0.926,59.824,1.300,0.741,242.020
122,3900,1.117,0.927,61.216,1.303,0.738,234.300
124,3950,1.115,0.928,59.420,1.308,0.733,251.462
125,4000,1.116,0.927,61.602,1.303,0.738,219.123
127,4050,1.115,0.928,59.025,1.303,0.739,235.998
129,4100,1.115,0.928,59.406,1.304,0.738,243.826
130,4150,1.115,0.928,61.435,1.303,0.739,245.255
132,4200,1.114,0.929,59.644,1.305,0.737,242.295
133,4250,1.115,0.929,61.107,1.304,0.737,236.775
135,4300,1.113,0.930,59.676,1.300,0.742,233.899
136,4350,1.113,0.930,61.633,1.300,0.742,238.328
138,4400,1.112,0.931,59.745,1.306,0.735,231.942
140,4450,1.113,0.931,59.863,1.300,0.741,228.977
141,4500,1.113,0.930,61.486,1.301,0.741,244.953
143,4550,1.112,0.932,59.528,1.301,0.741,272.697
144,4600,1.112,0.931,61.015,1.301,0.740,257.599
146,4650,1.112,0.931,60.197,1.300,0.742,235.329
147,4700,1.112,0.932,61.301,1.299,0.742,236.563
149,4750,1.112,0.932,59.616,1.299,0.742,241.636
150,4800,1.110,0.933,61.827,1.300,0.742,237.330
152,4850,1.111,0.933,59.173,1.303,0.738,258.003
154,4900,1.110,0.933,59.818,1.302,0.740,244.796
155,4950,1.110,0.934,60.859,1.300,0.741,221.057
157,5000,1.110,0.933,59.365,1.301,0.740,240.744
